ID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
6165,5.1153E+13,DCR SP Leesylvania EE Ashdown (IL),16236 Neabsco Rd,Woodbridge,VA,22191,(804)786-6124,https://www.dcr.virginia.gov/,-77.26060805,38.59753768,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51153,Prince William County
6166,5.1077E+13,DCR SP Grayson Highlands EE Holland (IL),161 Camille Ln,Mouth Of Wilson,VA,24363,(804)786-6124,https://www.dcr.virginia.gov/,-81.49282311,36.60852058,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51077,Grayson County
6167,5.1153E+13,DCR SP Leesylvania EE Rivas (IL),16238 Neabsco Rd,Woodbridge,VA,22191,(804)786-6124,https://www.dcr.virginia.gov/,-77.26044838,38.59794937,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51153,Prince William County
6168,5.1049E+13,DCR SP Bear Creek Lake EE Cossa (IL),929 Oak Hill Rd,Cumberland,VA,23040,(804)786-6124,https://www.dcr.virginia.gov/,-78.27440696,37.53567573,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51049,Cumberland County
6169,5.181E+13,DCR SP False Cape EE Swain (IL),4001 Sandpiper Rd,Virginia Beach,VA,23456,(804)786-6124,https://www.dcr.virginia.gov/,-75.90025605,36.62031036,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51810,Virginia Beach City
6170,5.1041E+13,DCR SP Pocahontas EE Forrest (IL),10400 State Park Rd,Chesterfield,VA,23832,(804)786-6124,https://www.dcr.virginia.gov/,-77.5749042,37.37097643,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51041,Chesterfield County
6171,5.1093E+13,DCR Misc Use Billups Agricultural Fields Antioch Pines (IL),5279 Homegrown Ln,Zuni,VA,23898,(804)786-6124,https://www.dcr.virginia.gov/,-76.83370362,36.83556929,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51093,Isle of Wight County
6172,5.1105E+13,DCR SP Wilderness EE Road Beeler (IL),294 Baileytown Rd,Ewing,VA,24248,(804)786-6124,https://www.dcr.virginia.gov/,-83.52274113,36.63288428,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51105,Lee County
6173,5.1041E+13,DCR SP Pocahontas EE Clark (IL),10420 State Park Rd,Chesterfield,VA,23832,(804)786-6124,https://www.dcr.virginia.gov/,-77.57450291,37.37130208,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51041,Chesterfield County
6174,5.1099E+13,DCR SP Caledon EE Cox (IL),11471 Caledon Rd,King George,VA,22485,(804)786-6124,https://www.dcr.virginia.gov/,-77.14638662,38.33277454,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51099,King George County
6175,5.1103E+13,DCR SP Belle Isle EE Whitmore (IL),131 Bel Air Rd,Lancaster,VA,22503,(804)786-6124,https://www.dcr.virginia.gov/,-76.57900189,37.77949958,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51103,Lancaster County
6176,5.1141E+13,DCR SP Fairy Stone EE Griffith (IL),831 Fairy Stone Lake Dr,Stuart,VA,24171,(804)786-6124,https://www.dcr.virginia.gov/,-80.11937202,36.7915621,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51141,Patrick County
6177,5.1141E+13,DCR SP Fairy Stone EE Morgan (IL),959 Fairystone Lake Dr,Stuart,VA,24171,(804)786-6124,https://www.dcr.virginia.gov/,-80.1186169,36.79369478,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51141,Patrick County
6178,5.1169E+13,DCR SP Natural Tunnel EE Chapman (IL),1102 Bishoptown Rd,Duffield,VA,24244,(804)786-6124,https://www.dcr.virginia.gov/,-82.73530434,36.71015838,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51169,Scott County
6179,5.1007E+13,DCR SP Sailor's Creek Battlefield EE Wilcox (IL),6600 Saylers Creek Rd,Rice,VA,23966,(804)786-6124,https://www.dcr.virginia.gov/,-78.22889143,37.30136893,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51007,Amelia County
6180,5.1193E+13,DCR SP Westmoreland EE Such (IL),742 State Park Rd,Montross,VA,22520,(804)786-6124,https://www.dcr.virginia.gov/,-76.8698586,38.1557965,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51193,Westmoreland County
6181,5.1187E+13,DCR SP Shenandoah River EEJensen (IL),3461 Stonewall Jackson Highway,Bentonville,VA,22610,(804)786-6124,https://www.dcr.virginia.gov/,-78.30463974,38.83869003,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51187,Warren County
6182,5.1197E+13,DCR SP New River Trail EE Sweeney (IL),176 Orphanage Dr,Foster Falls,VA,24360,(804)786-6124,https://www.dcr.virginia.gov/,-80.85515362,36.88446498,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51197,Wythe County
6183,5.1193E+13,DCR SP Westmoreland EE Davis (IL),1648 State Park Rd,Montross,VA,22520,(804)786-6124,https://www.dcr.virginia.gov/,-76.86669112,38.16813743,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51193,Westmoreland County
6184,5.1059E+13,DCR SP Mason Neck EE Willis (IL),6601 High Point Rd,Lorton,VA,22079,(804)786-6124,https://www.dcr.virginia.gov/,-77.17111968,38.64374826,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51059,Fairfax County
6185,5.1171E+13,DCR SP Seven Bends EE Stevens (IL),740 Eagle St,Woodstock,VA,22664,(804)786-6124,https://www.dcr.virginia.gov/,-78.50797838,38.86934742,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51171,Shenandoah County
6186,5.1011E+13,DCR SP Holliday Park EE Knappenberger (IL),2345 State Park Rd,Appomattox,VA,24522,(804)786-6124,https://www.dcr.virginia.gov/,-78.64214328,37.40131544,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51011,Appomattox County
6187,5.1049E+13,DCR Misc Use Single Family Residence Cumberland (IL),17 Sports Lake Road,Cumberland,VA,23040,(804)786-6124,https://www.dcr.virginia.gov/,-78.2933736,37.56283507,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51049,Cumberland County
6188,5.1019E+13,DCR SP Smith Mountain Lake EE Wyman (IL),14119 Smith Mountain Lake Pkwy,Huddleston,VA,24104,(804)786-6124,https://www.dcr.virginia.gov/,-79.58911118,37.08468316,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51019,Bedford County
6189,5.1181E+13,DCR SP Chippokes Plantation EE Johnston (IL),575 Quarter Ln,Surry,VA,23883,(804)786-6124,https://www.dcr.virginia.gov/,-76.7270603,37.14209031,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51181,Surry County
6190,5.1173E+13,DCR SP Hungry Mother EE Luke (IL),3065 Cardinal Ln,Marion,VA,24354,(804)786-6124,https://www.dcr.virginia.gov/,-81.52616299,36.88558906,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51173,Smyth County
6191,5.1017E+13,DCR SP Douthat EE Angle (IL),14143 Douthat State Park Rd,Millboro,VA,24460,(804)786-6124,https://www.dcr.virginia.gov/,-79.80129963,37.89803294,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51017,Bath County
6192,5.1103E+13,DCR SP Agricultural Belle Isle William Self (IL),1632 Belle Isle Rd,Lancaster County,VA,22503,(804)786-6124,https://www.dcr.virginia.gov/,-76.5923877,37.77987416,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51103,Lancaster County
6193,5.1061E+13,DCR SP Sky Meadows EE Talbert (IL),1127 Winchester Rd,Delaplane,VA,20144,(804)786-6124,https://www.dcr.virginia.gov/,-77.9463962,38.99007528,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Leased,DGS-DCR,51061,Fauquier County
6194,5.1187E+13,"Raymond R. ""Andy"" Guest, Jr. Shenandoah River State Park",350 Daughter Of Stars Dr,Bentonville,VA,22610,(804)786-6124,https://www.dcr.virginia.gov/,-78.30156808,38.84491633,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51187,Warren County
6195,99999,Antioch Pines Natural Area Preserve,Rte 614,Zuni,VA,23898,(804)786-6124,https://www.dcr.virginia.gov/,-76.85786112,36.81250736,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51093,Isle of Wight County
6196,99999,Bald Knob Natural Area Preserve,Town Of Rocky Mount,Franklin County,VA,24128,(804)786-6124,https://www.dcr.virginia.gov/,-79.87731152,36.99953847,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51067,Franklin County
6197,5.181E+13,False Cape State Park,4001 Sandpiper Rd,Virginia Beach,VA,23456-4347,(804)786-6124,https://www.dcr.virginia.gov/,-75.90025605,36.62031036,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51810,Virginia Beach City
6198,5.1049E+13,Bear Creek Lake State Park,22 Bear Creek Lake Rd,Cumberland County,VA,23040,(804)786-6124,https://www.dcr.virginia.gov/,-78.27323374,37.53192032,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51049,Cumberland County
6199,5.1103E+13,Belle Isle State Park,1632 Belle Isle Rd,Lancaster County,VA,22503,(804)786-6124,https://www.dcr.virginia.gov/,-76.5923877,37.77987416,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51103,Lancaster County
6200,99999,Bethel Beach Natural Area Preserve,Rte 609 Bethel Beach Rd,Mathews County,VA,23103,(804)786-6124,https://www.dcr.virginia.gov/,-76.25105896,37.40999851,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51115,Mathews County
6201,99999,Big Spring Bog Natural Area Preserve,Red River Ln / 293 Red River Ln,Galax,VA,24333,(804)786-6124,https://www.dcr.virginia.gov/,-80.9261072,36.56984656,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51077,Grayson County
6202,99999,Biscuit Run State Park,Biscuit Run Creek,Albemarle County,VA,22902,(804)786-6124,https://www.dcr.virginia.gov/,-78.5150367,37.99984955,RAW_LAND,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51003,Albemarle County
6203,99999,Buffalo Mountain Natural Area Preserve,Moles Rd,Floyd County,VA,24380,(804)786-6124,https://www.dcr.virginia.gov/,-80.45382021,36.78698422,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51063,Floyd County
6204,99999,Bush Mill Stream Natural Area Preserve,Rte 642 Knights Run Rd,Northumberland County,VA,22473,(804)786-6124,https://www.dcr.virginia.gov/,-76.44961305,37.8719676,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51133,Northumberland County
6205,5.1099E+13,Caledon State Park,11617 Caledon Rd,King George,VA,22485-9805,(804)786-6124,https://www.dcr.virginia.gov/,-77.14262792,38.33428432,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51099,King George County
6206,99999,Camp Branch Wetlands Natural Area Preserve,Dusty Mile Rd W,Floyd,VA,24091,(804)786-6124,https://www.dcr.virginia.gov/,-80.51613124,36.86013524,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51063,Floyd County
6207,99999,Cape Charles Coastal Habitat Natural Area Preserve,Bayshore Rd - Rt 1117,Cape Charles,VA,23310,(804)786-6124,https://www.dcr.virginia.gov/,-76.01818327,37.25819793,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51131,Northampton County
6208,99999,Cherry Orchard Bog Natural Area Preserve,Rte 627,Sussex County,VA,23842,(804)786-6124,https://www.dcr.virginia.gov/,-77.29396827,37.0443214,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51149,Prince George County
6209,99999,Chestnut Creek Wetlands Natural Area Preserve,Rte 771,Floyd County,VA,24380,(804)786-6124,https://www.dcr.virginia.gov/,-80.44811622,36.84276624,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51063,Floyd County
6210,99999,Chestnut Ridge Natural Area Preserve,Wolf Creek Road Us 61,Giles,VA,24142,(804)786-6124,https://www.dcr.virginia.gov/,-80.99523534,37.2605673,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51021,Bland County
6211,5.1181E+13,Chippokes State Park,695 Chippokes Park Rd,Surry,VA,23883-9801,(804)786-6124,https://www.dcr.virginia.gov/,-76.73854834,37.14599452,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51181,Surry County
6212,99999,Preserve Chub Sandhill Natural Area Preserve,Rte 631,Sussex County,VA,23837,(804)786-6124,https://www.dcr.virginia.gov/,-77.18464522,36.86336736,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51183,Sussex County
6213,5.1155E+13,Claytor Lake State Park,6620 Ben H Bolen Dr,Dublin,VA,24084,(804)786-6124,https://www.dcr.virginia.gov/,-80.62026621,37.05718145,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51155,Pulaski County
6214,99999,Cleveland Barrens Natural Area Preserve,Rtes 82 And 1211,Russell County,VA,24225,(804)786-6124,https://www.dcr.virginia.gov/,-82.15285792,36.94042815,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51167,Russell County
6215,5.1195E+13,Clinch River State Park,16066 Sugar Hill Ln / Artrip Rd,Cleveland,VA,24225,(804)786-6124,https://www.dcr.virginia.gov/,-82.32676016,36.90125376,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51195,Wise County
6216,99999,Clover Hollow Natural Area Preserve,Rte 639 Orchard Hill Ln,Giles County,VA,24128,(804)786-6124,https://www.dcr.virginia.gov/,-80.46155099,37.34229881,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51071,Giles County
6217,99999,Cowbane Prairie Natural Area Preserve,Ashley Rd,Stuarts Draft,VA,24477,(804)786-6124,https://www.dcr.virginia.gov/,-79.05854077,38.02212757,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51015,Augusta County
6218,99999,Crows Nest Natural Area Preserve,Brooke Rd,Stafford County,VA,22554,(804)786-6124,https://www.dcr.virginia.gov/,-77.35505136,38.37567667,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51179,Stafford County
6219,99999,Cypress Bridge Natural Area Preserve,Res 58 And 742,Southampton County,VA,23837,(804)786-6124,https://www.dcr.virginia.gov/,-77.04463138,36.67510725,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51175,Southampton County
6220,99999,Dameron Marsh Natural Area Preserve,Guarding Point Ln,Northumberland County,VA,22482,(804)786-6124,https://www.dcr.virginia.gov/,-76.301565,37.78233258,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51133,Northumberland County
6221,99999,Deep Run Ponds Natural Area Preserve,Ore Bank Rd,Rockingham County,VA,24441,(804)786-6124,https://www.dcr.virginia.gov/,-78.77879479,38.27567859,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51165,Rockingham County
6222,99999,Dendron Swamp Natural Area Preserve,Rte 603,Sussex County,VA,23890,(804)786-6124,https://www.dcr.virginia.gov/,-76.98116217,37.05126241,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51183,Sussex County
6223,99999,Difficult Creek Natural Area Preserve,Allens Mill Rd,Halifax County,VA,24589,(804)786-6124,https://www.dcr.virginia.gov/,-78.73698169,36.75436128,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51083,Halifax County
6224,5.1017E+13,Douthat State Park,14239 Douthat State Park Rd,Millboro,VA,24460-9541,(804)786-6124,https://www.dcr.virginia.gov/,-79.80139031,37.89620423,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51017,Bath County
6225,5.1087E+13,DCR Misc Land Elko Tract,6060 Elko Tract Rd / Rte 156,Henrico County,VA,23150,(804)786-6124,https://www.dcr.virginia.gov/,-77.24390289,37.49984472,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-DCR,51087,Henrico County
6226,5.1141E+13,Fairystone State Park,967 Fairystone Lake Dr,Stuart,VA,24171,(804)786-6124,https://www.dcr.virginia.gov/,-80.11675955,36.79256092,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51141,Patrick County
6227,5.1083E+13,DCR Misc Use SVCRC Falkland Farms,1041 Jones Ferry Trl / Route 344 Mcdonald Rd,Halifax,VA,24589,(804)786-6124,https://www.dcr.virginia.gov/,-78.74417139,36.70620158,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-DCR,51083,Halifax County
6228,99999,DCR Misc Land Falling Springs Falls,Rtes 220 And 640,Alleghany County,VA,24448,(804)786-6124,https://www.dcr.virginia.gov/,-79.94788241,37.86777665,RAW_LAND,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-DCR,51005,Alleghany County
6229,5.1041E+13,DCR Misc Land Ferrum Stratton Tract,5700 Jessup Rd,Chesterfield,VA,23234,(804)786-6124,https://www.dcr.virginia.gov/,-77.50286545,37.44359443,AP,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-DCR,51041,Chesterfield County
6230,5.181E+13,First Landing State Park,2500 Shore Dr,Virginia Beach,VA,23451-1415,(804)786-6124,https://www.dcr.virginia.gov/,-76.01750855,36.90506422,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51810,Virginia Beach City
6231,99999,DCR Misc Land Fort Wool,I-64 At Hampton Rds Bridge Tunnel,Hampton,VA,23661,(804)786-6124,https://www.dcr.virginia.gov/,-76.30235696,36.98642142,RAW_LAND,2023/11/16 00:00:00+00,COVA Facility Points,DGS COVA Owned,DGS-DCR,51650,Hampton City
6232,99999,Goshen Pass Natural Area Preserve,Rte 39 Maury River Rd,Rockbridge County,VA,24439,(804)786-6124,https://www.dcr.virginia.gov/,-79.43884698,37.9400475,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51163,Rockbridge County
6233,99999,Grassy Hills Natural Area Preserve,Sign West of 30 Technology Dr / 380 Countrywood Ln,Franklin County,VA,24151,(804)786-6124,https://www.dcr.virginia.gov/,-79.89378906,37.01537129,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51067,Franklin County
6234,99999,Grayson Glades Natural Area Preserve,Fairview Rd,Grayson County,VA,24333,(804)786-6124,https://www.dcr.virginia.gov/,-80.90630069,36.58431922,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51077,Grayson County
6235,5.1077E+13,Grayson Highlands State Park,829 Grayson Highland Ln,Mouth Of Wilson,VA,24363,(804)786-6124,https://www.dcr.virginia.gov/,-81.48135112,36.61298527,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51077,Grayson County
6236,99999,High Bridge Trail State Park,Downtown Farmville / 6888 Green Bay Rd,Prince Edward County,VA,23901,(804)786-6124,https://www.dcr.virginia.gov/,-78.39030162,37.30469441,RAW_LAND,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,5127440,Farmville Town
6237,5.1011E+13,Holliday Lake State Park,2759 State Park Rd,Appomattox County,VA,24522-9209,(804)786-6124,https://www.dcr.virginia.gov/,-78.63989759,37.39530113,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51011,Appomattox County
6238,99999,Hughlett Point Natural Area Preserve,Balls Neck Rd,Northumberland County,VA,22482,(804)786-6124,https://www.dcr.virginia.gov/,-76.31596702,37.739608,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51133,Northumberland County
6239,5.1173E+13,Hungry Mother State Park,2854 Park Blvd,Marion,VA,24354-9805,(804)786-6124,https://www.dcr.virginia.gov/,-81.52607993,36.88302471,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51173,Smyth County
6240,5.1029E+13,James River State Park,104 Green Hill Dr,Buckingham County,VA,24559,(804)786-6124,https://www.dcr.virginia.gov/,-78.81422325,37.63055826,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51029,Buckingham County
6241,99999,Johnsons Creek Natural Area Preserve,Rte 661 Johnson Creek Rd,Alleghany County,VA,24426,(804)786-6124,https://www.dcr.virginia.gov/,-80.0791247,37.83832655,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51005,Alleghany County
6242,5.1131E+13,Kiptopeke State Park,3485 / 35540 Kiptopeke Dr,Cape Charles,VA,23310,(804)786-6124,https://www.dcr.virginia.gov/,-75.97894122,37.1721104,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51131,Northampton County
6243,5.1177E+13,Lake Anna State Park,6800 Lawyers Rd,Spotsylvania County,VA,22551-6404,(804)786-6124,https://www.dcr.virginia.gov/,-77.8138921,38.14315419,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51177,Spotsylvania County
6244,5.1153E+13,Leesylvania State Park,2001 Daniel K Ludwig Dr,Woodbridge,VA,22191-4504,(804)786-6124,https://www.dcr.virginia.gov/,-77.26219942,38.59506315,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51153,Prince William County
6245,99999,Lick Creek Natural Area Preserve,On Lick Creek,Smyth County,VA,24318,(804)786-6124,https://www.dcr.virginia.gov/,-81.43616963,36.99251221,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51173,Smyth County
6246,99999,Lyndhurst Ponds Natural Area Preserve,Mount Torrey Rd,Lyndhurst,VA,22952,(804)786-6124,https://www.dcr.virginia.gov/,-78.96898384,37.99989653,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51015,Augusta County
6247,5.1073E+13,Machicomoco State Park,Timberneck Farm Rd,York,VA,23072,(804)786-6124,https://www.dcr.virginia.gov/,-76.53912026,37.31219443,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51073,Gloucester County
6248,99999,Magothy Bay Natural Area Preserve,Off Bulls Dr,Northampton County,VA,23310,(804)786-6124,https://www.dcr.virginia.gov/,-75.95072786,37.15457046,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51131,Northampton County
6249,5.1059E+13,Mason Neck State Park,7301 High Point Rd,Lorton,VA,24171,(804)786-6124,https://www.dcr.virginia.gov/,-77.19860422,38.63289988,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51059,Fairfax County
6250,5.1089E+13,Mayo River State Park,500 Pratt Rd / Route 693,Spencer,VA,24148,(804)786-6124,https://www.dcr.virginia.gov/,-80.00660884,36.56134541,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51089,Henry County
6251,99999,Middle Peninsula State Park,Rte 632 Aberdeen Creek Rd,Gloucester County,VA,23061,(804)786-6124,https://www.dcr.virginia.gov/,-76.57559293,37.34351475,RAW_LAND,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51073,Gloucester County
6252,99999,Mount Joy Pond Natural Area Preserve,Rte 608,Augusta County,VA,24472,(804)786-6124,https://www.dcr.virginia.gov/,-79.15096589,37.93559151,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51015,Augusta County
6253,99999,Mutton Hunk Fen Natural Area Preserve,Baker Rd,Accomack County,VA,23421,(804)786-6124,https://www.dcr.virginia.gov/,-75.57576577,37.76972661,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51001,Accomack County
6254,99999,North Landing River Natural Area Preserve,Rte 8667 Blackwater Rd,Virginia Beach,VA,23457,(804)786-6124,https://www.dcr.virginia.gov/,-76.07158187,36.61990635,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51810,Virginia Beach City
6255,5.1169E+13,Natural Tunnel State Park,1420 Natural Tunnel Pkwy,Duffield,VA,24244-9361,(804)786-6124,https://www.dcr.virginia.gov/,-82.74815456,36.70176859,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51169,Scott County
6256,5.1197E+13,New River Trail State Park,116 / 176 Orphanage Dr,Foster Falls,VA,24360,(804)786-6124,https://www.dcr.virginia.gov/,-80.85291404,36.88378269,AP,2023/11/16 00:00:00+00,State Park Points,DGS COVA Owned,DGS-DCR,51197,Wythe County
6257,99999,Northwest River Natural Area Preserve,Rte 168,Chesapeake,VA,23457,(804)786-6124,https://www.dcr.virginia.gov/,-76.2070973,36.57551615,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51550,Chesapeake City
6258,99999,Ogdens Cave Natural Area Preserve,Ogden Ln,Frederick County,VA,22645,(804)786-6124,https://www.dcr.virginia.gov/,-78.3174547,39.04465477,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51069,Frederick County
6259,99999,Parkers Marsh Natural Area Preserve,Parkers Marsh,Accomac,VA,23417,(804)786-6124,https://www.dcr.virginia.gov/,-75.81426085,37.73699559,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51001,Accomack County
6260,99999,Pedlar Hills Glades Natural Area Preserve,1754 Pedlar Rd,Elliston,VA,24087,(804)786-6124,https://www.dcr.virginia.gov/,-80.24088618,37.21926132,RAW_LAND,2023/11/16 00:00:00+00,Natural Area Preserve Points,DGS COVA Owned,DGS-DCR,51121,Montgomery County
